NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
COLLEGE OF BUSINESS AND TECHNOLOGY-MIAMI GARDENS,FL,113,MIAMI-DADE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,89,25.924627332, -80.284555822
PARDEE RAND GRADUATE SCHOOL,CA,113,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,102,34.009730149, -118.490655131
CENTRAL TEXAS BEAUTY COLLEGE-TEMPLE,TX,113,BELL,COSMETOLOGY AND BARBER SCHOOLS,3,99,31.084871006, -97.379234304
REMINGTON COLLEGE OF NURSING ORLANDO,FL,113,SEMINOLE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,92,28.775199365, -81.353590618
VANTAGE CAREER CENTER,OH,113,VAN WERT,OTHER TECHNICAL AND TRADE SCHOOLS,3,44,40.880213482, -84.572844626
PAUL MITCHELL THE SCHOOL-GREENVILLE,SC,113,GREENVILLE,COSMETOLOGY AND BARBER SCHOOLS,3,100,34.824910473, -82.288260002
THE SANTA BARBARA AND VENTURA COLLEGES OF LAW-VENTURA,CA,113,VENTURA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,93,34.257479825, -119.232983537
PAUL MITCHELL THE SCHOOL-GREAT LAKES,MI,113,ST. CLAIR,COSMETOLOGY AND BARBER SCHOOLS,3,100,42.97635074, -82.459229925
EMPIRE BEAUTY SCHOOL-CONCORD,NC,113,CABARRUS,COSMETOLOGY AND BARBER SCHOOLS,3,103,35.364501, -80.713322
PAROBA COLLEGE OF COSMETOLOGY,WA,113,SNOHOMISH,COSMETOLOGY AND BARBER SCHOOLS,3,93,47.910186733, -122.224633798
COLLINS COLLEGE,AZ,113,MARICOPA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,83,33.403951672, -111.986224747
NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATER,NY,113,NEW YORK,FLIGHT TRAINING,2,80,40.756613405, -73.965331886
HERKIMER COUNTY BOCES-PRACTICAL NURSING PROGRAM,NY,113,HERKIMER,OTHER TECHNICAL AND TRADE SCHOOLS,3,101,43.019394177, -75.046957319
DCI CAREER INSTITUTE,PA,113,BEAVER,OTHER TECHNICAL AND TRADE SCHOOLS,3,94,40.674254572, -80.314009645
MARYLAND BEAUTY ACADEMY OF ESSEX,MD,114,BALTIMORE,COSMETOLOGY AND BARBER SCHOOLS,3,102,39.308129309, -76.475626245
UNION COUNTY VOCATIONAL TECHNICAL SCHOOL,NJ,114,UNION,OTHER TECHNICAL AND TRADE SCHOOLS,3,106,40.61649053, -74.358205023
TRINITY HEALTH SYSTEM SCHOOL OF NURSING,OH,114,JEFFERSON,OTHER TECHNICAL AND TRADE SCHOOLS,2,98,40.355038886, -80.625312256
HOUSE OF HEAVILIN BEAUTY COLLEGE-BLUE SPRINGS,MO,114,JACKSON,COSMETOLOGY AND BARBER SCHOOLS,3,102,38.999893449, -94.273804242
YESHIVA SHAAREI TORAH OF ROCKLAND,NY,114,ROCKLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,98,41.123617172, -74.090152651
CITRUS HEIGHTS BEAUTY COLLEGE,CA,114,SACRAMENTO,COSMETOLOGY AND BARBER SCHOOLS,3,105,38.713353, -121.289431
VICTOR VALLEY BEAUTY COLLEGE INC,CA,114,SAN BERNARDINO,COSMETOLOGY AND BARBER SCHOOLS,3,97,34.52857828, -117.303917892
COMPUTER TRAINING ACADEMY,CA,115,RIVERSIDE,COMPUTER TRAINING,3,92,34.002624429, -117.33927387
HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,115,MCLEAN,COSMETOLOGY AND BARBER SCHOOLS,3,106,40.474795966, -88.979452742
SOUTHWEST COLLEGIATE INSTITUTE FOR THE DEAF,TX,115,HOWARD,JUNIOR COLLEGES,2,115,32.227753241, -101.50341935
NORTHWEST COLLEGE-TUALATIN,OR,115,WASHINGTON,OTHER TECHNICAL AND TRADE SCHOOLS,2,102,45.382945602, -122.762464389
LA JAMES COLLEGE OF HAIRSTYLING AND COSMETOLOGY,IA,115,CERRO GORDO,COSMETOLOGY AND BARBER SCHOOLS,2,100,43.153750439, -93.200186568
JOHN PAOLO'S XTREME BEAUTY INSTITUTE-GOLDWELL PRODUCT ARTIST,NY,115,SARATOGA,COSMETOLOGY AND BARBER SCHOOLS,3,101,41.987707011, -74.272395507
STAR TRUCK DRIVING SCHOOL-HICKORY HILLS,IL,115,COOK,OTHER TECHNICAL AND TRADE SCHOOLS,3,102,41.717238261, -87.8109
MEADVILLE LOMBARD THEOLOGICAL SCHOOL,IL,115,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,85,41.873998529, -87.624964351
KIAMICHI TECHNOLOGY CENTER-TALIHINA,OK,116,LATIMER,BUSINESS AND SECRETARIAL SCHOOLS,3,101,34.698347, -94.872806
REGENCY BEAUTY INSTITUTE-COPPERWOOD,TX,116,HARRIS,COSMETOLOGY AND BARBER SCHOOLS,3,108,29.872091335, -95.646890338
TRI-COUNTY ADULT CAREER CENTER,OH,116,ATHENS,OTHER TECHNICAL AND TRADE SCHOOLS,2,105,39.38327, -82.19004
THE GENERAL THEOLOGICAL SEMINARY,NY,116,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,76,40.745558053, -74.003766851
RABBINICAL COLLEGE TELSHE,OH,116,LAKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,88,41.593532519, -81.485260786
BODY THERAPY INSTITUTE,NC,116,CHATHAM,OTHER TECHNICAL AND TRADE SCHOOLS,3,94,35.780051909, -79.336844471
INSTITUTE OF MEDICAL CAREERS,PA,116,ALLEGHENY,OTHER TECHNICAL AND TRADE SCHOOLS,3,100,40.465286245, -79.823816059
COMMUNITY CHRISTIAN COLLEGE,CA,116,SAN BERNARDINO,JUNIOR COLLEGES,2,104,34.054503416, -117.200466109
HYPNOSIS MOTIVATION INSTITUTE,CA,116,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,75,34.170343672, -118.538931622
SKIN SCIENCE INSTITUTE,UT,116,SALT LAKE,COSMETOLOGY AND BARBER SCHOOLS,3,97,40.725149842, -111.890312641
NORTH-WEST COLLEGE-SANTA ANA,CA,116,ORANGE,OTHER TECHNICAL AND TRADE SCHOOLS,2,98,33.759591807, -117.84091
TORAH TEMIMAH TALMUDICAL SEMINARY,NY,117,KINGS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,102,40.635508711, -73.971973362
STARR KING SCHOOL FOR MINISTRY,CA,117,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,89,37.876939064, -122.26177834
EMPIRE BEAUTY SCHOOL-PARAMUS,NJ,117,BERGEN,COSMETOLOGY AND BARBER SCHOOLS,3,108,40.912640386, -74.043702489
CONSOLIDATED SCHOOL OF BUSINESS-LANCASTER,PA,117,LANCASTER,JUNIOR COLLEGES,2,99,40.042578764, -76.360502872
REGENCY BEAUTY INSTITUTE-ST PETERS,MO,117,ST. CHARLES,COSMETOLOGY AND BARBER SCHOOLS,3,109,38.799568571, -90.654424967
MONONGALIA COUNTY TECHNICAL EDUCATION CENTER,WV,117,MONONGALIA,OTHER TECHNICAL AND TRADE SCHOOLS,3,81,39.611164812, -79.957275102
RABBINICAL COLLEGE OHR YISROEL,NY,117,KINGS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,104,40.629789805, -73.896474347
HAZELDEN GRADUATE SCHOOL OF ADDICTION STUDIES,MN,117,CHISAGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,103,45.377896057, -92.796687055
EMPIRE BEAUTY SCHOOL-PINEVILLE,NC,118,MECKLENBURG,COSMETOLOGY AND BARBER SCHOOLS,3,109,35.089561186, -80.865338192
ACADEMY OF SALON AND SPA,AR,118,SEBASTIAN,COSMETOLOGY AND BARBER SCHOOLS,3,102,35.380536281, -94.41608484
PAUL MITCHELL THE SCHOOL-NORMAL,IL,118,MCLEAN,COSMETOLOGY AND BARBER SCHOOLS,3,102,40.509298467, -88.958694183
MIDWAY PARIS BEAUTY SCHOOL,NY,118,QUEENS,COSMETOLOGY AND BARBER SCHOOLS,3,108,40.699612, -73.909591
UNITECH TRAINING ACADEMY-LAKE CHARLES,LA,118,CALCASIEU,OTHER TECHNICAL AND TRADE SCHOOLS,3,97,30.204239222, -93.192846308
NORTH CENTRAL INSTITUTE,TN,118,MONTGOMERY,JUNIOR COLLEGES,2,102,36.615181914, -87.425206944
GEORGIA BEAUTY ACADEMY,GA,118,WHITFIELD,COSMETOLOGY AND BARBER SCHOOLS,3,106,34.768394406, -84.94972521
THE ENGLISH CENTER,CA,118,ALAMEDA,OTHER TECHNICAL AND TRADE SCHOOLS,3,82,37.794413644, -122.275381475
VENUS BEAUTY ACADEMY,PA,118,DELAWARE,COSMETOLOGY AND BARBER SCHOOLS,3,105,39.908714892, -75.273104924
COMPASS COLLEGE OF CINEMATIC ARTS,MI,118,KENT,JUNIOR COLLEGES,1,96,42.975590691, -85.682040871
PORTAGE LAKES CAREER CENTER,OH,118,SUMMIT,OTHER TECHNICAL AND TRADE SCHOOLS,3,102,40.943122, -81.472008
NATIONAL AMERICAN UNIVERSITY-CENTENNIAL,CO,118,ARAPAHOE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,108,39.567327231, -104.960106321
EVERGREEN BEAUTY AND BARBER COLLEGE-EVERETT,WA,118,SNOHOMISH,COSMETOLOGY AND BARBER SCHOOLS,3,106,47.909188591, -122.221962127
INSTITUTE OF DESIGN AND CONSTRUCTION,NY,118,KINGS,JUNIOR COLLEGES,2,93,40.692209394, -73.983141235
EMPIRE BEAUTY SCHOOL-RICHMOND,VA,118,HENRICO,COSMETOLOGY AND BARBER SCHOOLS,3,108,37.636021667, -77.548932603
VIRGINIA SEWING MACHINES AND SCHOOL CENTER,CA,118,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,106,34.040333248, -118.258457109
COCHRAN SCHOOL OF NURSING,NY,118,WESTCHESTER,JUNIOR COLLEGES,2,93,40.968797, -73.88629
COSMOPOLITAN BEAUTY AND TECH SCHOOL,VA,118,FAIRFAX,COSMETOLOGY AND BARBER SCHOOLS,3,110,38.83227037, -77.188703749
SOUTHEAST TEXAS CAREER INSTITUTE,TX,119,HARDIN,COSMETOLOGY AND BARBER SCHOOLS,3,100,30.341896168, -94.169885357
EMPIRE BEAUTY SCHOOL-BLOOMINGTON,MN,119,HENNEPIN,COSMETOLOGY AND BARBER SCHOOLS,3,104,44.827459546, -93.287367224
ROSS MEDICAL EDUCATION CENTER-CHARLESTON,WV,119,KANAWHA,OTHER TECHNICAL AND TRADE SCHOOLS,3,103,38.31083415, -81.569234537
COLLEGE OF HAIR DESIGN-DOWNTOWN,NE,119,LANCASTER,COSMETOLOGY AND BARBER SCHOOLS,2,98,40.811076164, -96.705168095
REGENCY BEAUTY INSTITUTE-AKRON,OH,119,SUMMIT,COSMETOLOGY AND BARBER SCHOOLS,3,112,41.115417753, -81.473148379
NCP COLLEGE OF NURSING-HAYWARD,CA,119,ALAMEDA,OTHER TECHNICAL AND TRADE SCHOOLS,3,92,37.660673507, -122.115824243
JOLIE HAIR AND BEAUTY ACADEMY-LUDLOW,MA,119,HAMPDEN,COSMETOLOGY AND BARBER SCHOOLS,3,103,42.157819913, -72.480564132
BIRTHINGWAY COLLEGE OF MIDWIFERY,OR,119,MULTNOMAH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,76,45.47680883, -122.538471401
DU BOIS BUSINESS COLLEGE-DU BOIS,PA,120,CLEARFIELD,JUNIOR COLLEGES,2,90,41.124713, -78.756002
ACADEMY OF HAIR DESIGN-SPRINGFIELD,MO,120,GREENE,COSMETOLOGY AND BARBER SCHOOLS,3,101,37.180479119, -93.261404679
FLORIDA SCHOOL OF MASSAGE,FL,120,ALACHUA,OTHER TECHNICAL AND TRADE SCHOOLS,3,81,29.593428094, -82.338273086
ANN ARBOR INSTITUTE OF MASSAGE THERAPY,MI,120,WASHTENAW,OTHER TECHNICAL AND TRADE SCHOOLS,3,95,42.282029539, -83.803001082
FORTIS COLLEGE-FOLEY,AL,120,BALDWIN,OTHER TECHNICAL AND TRADE SCHOOLS,3,104,30.416283228, -87.683251079
NEW ENGLAND SCHOOL OF PHOTOGRAPHY,MA,120,SUFFOLK,FINE ARTS SCHOOLS,2,65,42.349178726, -71.097005453
ENTOURAGE INSTITUTE OF BEAUTY AND ESTHETICS,KS,121,JOHNSON,COSMETOLOGY AND BARBER SCHOOLS,3,111,38.955531524, -94.725095723
FINE MORTUARY COLLEGE,MA,121,NORFOLK,JUNIOR COLLEGES,2,95,42.180895988, -71.193079632
PROTEGE ACADEMY,MI,121,CLINTON,COSMETOLOGY AND BARBER SCHOOLS,3,105,42.772476676, -84.485507089
BRYAN UNIVERSITY,MO,121,BOONE,JUNIOR COLLEGES,2,97,38.915734507, -92.292597068
AMERICAN INDIAN COLLEGE INC,AZ,121,MARICOPA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,91,33.577748608, -112.092716352
THE SALON PROFESSIONAL ACADEMY-FARGO,ND,121,CASS,COSMETOLOGY AND BARBER SCHOOLS,2,103,46.859012906, -96.858728676
NUVO COLLEGE OF COSMETOLOGY,MI,121,MUSKEGON,COSMETOLOGY AND BARBER SCHOOLS,3,114,43.175820141, -86.219891024
VANGUARD COLLEGE OF COSMETOLOGY-METAIRIE,LA,121,JEFFERSON,COSMETOLOGY AND BARBER SCHOOLS,3,111,30.004778737, -90.163306064
FLORIDA VOCATIONAL INSTITUTE,FL,121,MIAMI-DADE,OTHER TECHNICAL AND TRADE SCHOOLS,3,106,25.732720903, -80.305151654
OGLE SCHOOL HAIR SKIN NAILS-DENTON,TX,121,DENTON,COSMETOLOGY AND BARBER SCHOOLS,3,103,33.192333758, -97.113213167
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-ALLIANCE,OH,121,STARK,COSMETOLOGY AND BARBER SCHOOLS,2,110,40.902641988, -81.152086096
COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,122,STANISLAUS,BUSINESS AND SECRETARIAL SCHOOLS,3,111,37.702153505, -121.071546732
PLATT COLLEGE-MOORE,OK,122,CLEVELAND,JUNIOR COLLEGES,2,94,35.339154392, -97.478448886
COLGATE ROCHESTER CROZER DIVINITY SCHOOL,NY,122,MONROE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,80,43.13186721, -77.598600698
MERRELL UNIVERSITY OF BEAUTY ARTS AND SCIENCE,MO,122,COLE,COSMETOLOGY AND BARBER SCHOOLS,3,105,38.571007, -92.199418
HILLTOP BEAUTY SCHOOL,CA,122,SAN MATEO,COSMETOLOGY AND BARBER SCHOOLS,3,109,37.70550217, -122.461466987
REGENCY BEAUTY INSTITUTE-CANTON,OH,122,STARK,COSMETOLOGY AND BARBER SCHOOLS,3,115,40.86153261, -81.434910419
EDP SCHOOL OF COMPUTER PROGRAMMING,NY,122,KINGS,COMPUTER TRAINING,3,105,40.585961946, -73.952955984
EMPIRE BEAUTY SCHOOL-READING,PA,122,BERKS,COSMETOLOGY AND BARBER SCHOOLS,3,111,40.36910249, -75.927184237
CARVER BIBLE COLLEGE,GA,122,FULTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,88,33.723362471, -84.515547209
VIRGINIA BAPTIST COLLEGE,VA,122,SPOTSYLVANIA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,94,38.29061, -77.531381
REGENCY BEAUTY INSTITUTE-SOUTH BEND,IN,122,ST. JOSEPH,COSMETOLOGY AND BARBER SCHOOLS,3,115,41.697536823, -86.18653367
GALLIPOLIS CAREER COLLEGE,OH,122,GALLIA,JUNIOR COLLEGES,2,96,38.843022819, -82.256841868
SPA TECH INSTITUTE-WESTBORO,MA,122,WORCESTER,COSMETOLOGY AND BARBER SCHOOLS,3,90,42.285983903, -71.635686328
EMPIRE BEAUTY SCHOOL-SPRING LAKE PARK,MN,123,ANOKA,COSMETOLOGY AND BARBER SCHOOLS,3,109,45.116629077, -93.262398788
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-NILES,OH,123,TRUMBULL,COSMETOLOGY AND BARBER SCHOOLS,2,109,41.204525565, -80.739667829
EMPIRE BEAUTY SCHOOL-CHELTENHAM,PA,123,MONTGOMERY,COSMETOLOGY AND BARBER SCHOOLS,3,113,40.081841524, -75.167795539
PROFESSIONAL CAREER TRAINING INSTITUTE,TX,123,HARRIS,OTHER TECHNICAL AND TRADE SCHOOLS,3,110,29.981074573, -95.426914422
WES WATKINS TECHNOLOGY CENTER,OK,123,HUGHES,OTHER TECHNICAL AND TRADE SCHOOLS,3,81,35.23330518, -96.266261634
INFINITY CAREER COLLEGE,MS,123,LEAKE,COSMETOLOGY AND BARBER SCHOOLS,3,111,32.731281562, -89.537039798
TRIANGLE TECH INC-SUNBURY,PA,123,NORTHUMBERLAND,JUNIOR COLLEGES,2,102,40.85527571, -76.765478239
PORTFOLIO CENTER,GA,123,FULTON,OTHER TECHNICAL AND TRADE SCHOOLS,2,81,33.812116014, -84.396182346
PENNSYLVANIA INSTITUTE OF HEALTH AND TECHNOLOGY,PA,123,FAYETTE,JUNIOR COLLEGES,2,104,39.945486, -79.645935
MERCY HOSPITAL SCHOOL OF PRACTICAL NURSING-PLANTATION GENERA,FL,123,MIAMI-DADE,OTHER TECHNICAL AND TRADE SCHOOLS,3,91,25.740254481, -80.213970654
BEIS MEDRASH HEICHAL DOVID,NY,123,QUEENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,111,40.596826868, -73.751508811
KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,123,BREATHITT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,84,37.604308, -83.43771
AMERICAN COLLEGE OF HEALTHCARE,CA,123,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",2,104,33.97898054, -118.224762184
WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,123,COOK,JUNIOR COLLEGES,2,108,42.147858318, -87.92737375
EMPIRE BEAUTY SCHOOL-WEST MIFFLIN,PA,123,ALLEGHENY,COSMETOLOGY AND BARBER SCHOOLS,3,112,40.345998845, -79.939957634
NORTHWEST COLLEGE OF ART & DESIGN,WA,123,KITSAP,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,94,47.710943, -122.604201
BAY AREA MEDICAL ACADEMY,CA,124,SAN FRANCISCO,OTHER TECHNICAL AND TRADE SCHOOLS,3,95,37.790780298, -122.405955653
CAMEO BEAUTY ACADEMY,IL,124,COOK,COSMETOLOGY AND BARBER SCHOOLS,3,109,41.716050629, -87.740893558
ALAMO CITY BARBER COLLEGE,TX,124,BEXAR,COSMETOLOGY AND BARBER SCHOOLS,3,113,29.527169359, -98.639497831
FAB SCHOOL,CA,124,RIVERSIDE,COSMETOLOGY AND BARBER SCHOOLS,3,107,34.079901, -117.555551
ACADEMY OF COSMETOLOGY AND ESTHETICS NYC,NY,124,RICHMOND,COSMETOLOGY AND BARBER SCHOOLS,3,107,40.573235711, -74.114516727
ASI CAREER INSTITUTE,NJ,124,GLOUCESTER,OTHER TECHNICAL AND TRADE SCHOOLS,3,109,39.7567243, -75.045488583
ISLAND DRAFTING AND TECHNICAL INSTITUTE,NY,124,SUFFOLK,JUNIOR COLLEGES,2,110,40.675466, -73.417123
SOUTHWEST TECHNOLOGY CENTER,OK,124,JACKSON,OTHER TECHNICAL AND TRADE SCHOOLS,2,67,34.668194199, -99.341161084
FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE PRACTICAL NURSIN,PA,124,FAYETTE,OTHER TECHNICAL AND TRADE SCHOOLS,3,118,39.860975949, -79.741717521
THE LAB-PAUL MITCHELL PARTNER SCHOOL,NJ,124,MERCER,COSMETOLOGY AND BARBER SCHOOLS,3,108,40.265712503, -74.802663906
MYOTHERAPY COLLEGE OF UTAH,UT,124,SALT LAKE,OTHER TECHNICAL AND TRADE SCHOOLS,3,84,40.721858142, -111.900864171
WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY,WI,124,MILWAUKEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,91,43.105339535, -88.026735
TREND BARBER COLLEGE,TX,124,HARRIS,COSMETOLOGY AND BARBER SCHOOLS,3,109,29.6561039, -95.522162184
RIDLEY-LOWELL BUSINESS & TECHNICAL INSTITUTE-DANBURY,CT,125,FAIRFIELD,BUSINESS AND SECRETARIAL SCHOOLS,3,103,41.388924793, -73.429485623
M T TRAINING CENTER,TX,125,TARRANT,OTHER TECHNICAL AND TRADE SCHOOLS,3,110,32.720005178, -97.042563411
MEDIATECH INSTITUTE-HOUSTON,TX,125,HARRIS,OTHER TECHNICAL AND TRADE SCHOOLS,3,103,29.724809162, -95.568340866
OHIO STATE SCHOOL OF COSMETOLOGY-WESTERVILLE,OH,125,FRANKLIN,COSMETOLOGY AND BARBER SCHOOLS,2,117,40.094918325, -82.923766386
INTERNATIONAL BEAUTY SCHOOL,MD,125,ALLEGANY,COSMETOLOGY AND BARBER SCHOOLS,2,116,39.65353, -78.762756
BLACK HILLS BEAUTY COLLEGE,SD,125,PENNINGTON,COSMETOLOGY AND BARBER SCHOOLS,2,109,44.079964974, -103.228428603
EMPIRE BEAUTY SCHOOL-OWINGS MILLS,MD,125,BALTIMORE,COSMETOLOGY AND BARBER SCHOOLS,3,110,39.404407861, -76.75906146
THE SALON PROFESSIONAL ACADEMY-ANDERSON,IN,125,MADISON,COSMETOLOGY AND BARBER SCHOOLS,3,107,40.060312878, -85.655602506
BOSTON BAPTIST COLLEGE,MA,125,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,94,42.254037058, -71.110300088
TRICOCI UNIVERSITY OF BEAUTY CULTURE-INDIANAPOLIS,IN,125,HAMILTON,COSMETOLOGY AND BARBER SCHOOLS,3,111,39.928723, -86.03113
REGENCY BEAUTY INSTITUTE-ROUND ROCK,TX,125,WILLIAMSON,COSMETOLOGY AND BARBER SCHOOLS,3,119,30.48045663, -97.684117142
GENESEE VALLEY BOCES-PRACTICAL NURSING PROGRAM,NY,126,GENESEE,OTHER TECHNICAL AND TRADE SCHOOLS,3,100,43.014665, -78.182909
THE HAIR DESIGN SCHOOL-WINSTON-SALEM,NC,126,FORSYTH,COSMETOLOGY AND BARBER SCHOOLS,3,114,36.15138309, -80.284787242
REGENCY BEAUTY INSTITUTE-FLINT,MI,126,GENESEE,COSMETOLOGY AND BARBER SCHOOLS,3,120,42.979980767, -83.759525819
LAKE LANIER SCHOOL OF MASSAGE,GA,126,HALL,OTHER TECHNICAL AND TRADE SCHOOLS,3,109,34.296441402, -83.818400508
SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,NY,126,MONROE,COSMETOLOGY AND BARBER SCHOOLS,3,111,43.208274515, -77.602822969
SALON INSTITUTE-TOLEDO CAMPUS,OH,126,LUCAS,COSMETOLOGY AND BARBER SCHOOLS,2,105,41.674844037, -83.696991541
GRACE MISSION UNIVERSITY,CA,126,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,88,33.867132676, -117.958097893
COSMETOLOGY TRAINING CENTER,LA,126,LAFAYETTE,COSMETOLOGY AND BARBER SCHOOLS,3,116,30.209041754, -92.036129931
PINNACLE CAREER INSTITUTE-LAWRENCE,KS,126,DOUGLAS,JUNIOR COLLEGES,2,113,38.94165003, -95.254988089
CET-EL PASO,TX,126,EL PASO,OTHER TECHNICAL AND TRADE SCHOOLS,3,113,31.654888, -106.271056
REGENCY BEAUTY INSTITUTE-BURNSVILLE,MN,126,DAKOTA,COSMETOLOGY AND BARBER SCHOOLS,3,118,44.744156922, -93.289039851
MISSOURI TECH,MO,126,ST. CHARLES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,105,38.680028604, -90.400188558
FOCUS-HOPE INFORMATION TECHNOLOGIES CENTER,MI,126,WAYNE,OTHER TECHNICAL AND TRADE SCHOOLS,3,109,42.399727205, -83.123792642
ATI COLLEGE-NORWALK,CA,126,LOS ANGELES,OTHER TECHNICAL AND TRADE SCHOOLS,3,109,33.904942287, -118.06841198
SICE PAUL MITCHELL PARTNER SCHOOL,CA,126,STANISLAUS,COSMETOLOGY AND BARBER SCHOOLS,3,90,37.683009939, -120.993744843
DEVRY UNIVERSITY-OREGON,OR,126,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,99,45.51171156, -122.777879022
NEW BEGINNING COLLEGE OF COSMETOLOGY,AL,126,MARSHALL,COSMETOLOGY AND BARBER SCHOOLS,3,115,34.258693228, -86.200748256
MONTGOMERY BEAUTY SCHOOL,MD,127,MONTGOMERY,COSMETOLOGY AND BARBER SCHOOLS,3,118,38.999216166, -77.000982119
ST LUKES HOSPITAL SCHOOL OF NURSING,PA,127,LEHIGH,OTHER TECHNICAL AND TRADE SCHOOLS,2,103,40.608504651, -75.393190563
REGENCY BEAUTY INSTITUTE-NEWPORT NEWS,VA,127,NEWPORT NEWS,COSMETOLOGY AND BARBER SCHOOLS,3,119,37.114486981, -76.504433271
EXCEL LEARNING CENTER-SAN ANTONIO,TX,127,BEXAR,OTHER TECHNICAL AND TRADE SCHOOLS,3,114,29.508643563, -98.547825514
SCHUYLKILL TECHNOLOGY CENTER,PA,127,SCHUYLKILL,OTHER TECHNICAL AND TRADE SCHOOLS,3,84,40.775735277, -76.229379689
CARRINGTON COLLEGE-PORTLAND,OR,127,MULTNOMAH,JUNIOR COLLEGES,2,100,45.5323564, -122.653583478
CYBERTEX INSTITUTE OF TECHNOLOGY,TX,127,TRAVIS,COMPUTER TRAINING,3,97,30.324384696, -97.703145339
EMPIRE BEAUTY SCHOOL-CHERRY HILL,NJ,127,CAMDEN,COSMETOLOGY AND BARBER SCHOOLS,3,111,39.941907, -75.020767
PAUL MITCHELL THE SCHOOL-REXBURG,ID,127,MADISON,COSMETOLOGY AND BARBER SCHOOLS,2,108,43.781639988, -114.219162832
VOGUE COLLEGE OF COSMETOLOGY,TX,127,BEXAR,COSMETOLOGY AND BARBER SCHOOLS,3,116,29.465459258, -98.603848559
LEXINGTON THEOLOGICAL SEMINARY,KY,127,FAYETTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,87,38.037058557, -84.509311023
TOLEDO ACADEMY OF BEAUTY CULTURE-EAST,OH,128,LUCAS,COSMETOLOGY AND BARBER SCHOOLS,2,119,41.638326433, -83.469539903
HAIR DESIGN INSTITUTE,FL,128,ORANGE,COSMETOLOGY AND BARBER SCHOOLS,3,115,28.673577259, -81.469118011
INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES,VA,128,ARLINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,101,38.855847065, -77.051349771
DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS,NC,128,BUNCOMBE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,76,35.606830556, -82.568537011
